term,term_norm,semantic_family,semantic_action,semantic_confidence,mapping_rule,matched_pattern,n_family_matches,all_family_matches,review_flag,manual_override_family,manual_note,candidate_sources,candidate_journals,candidate_periods,max_keyness_score,max_pct_point_lift,max_doc_count,max_doc_pct
states,states,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,psychoanalytic_psychology,2010-2025,53.607062,11.1588,1071.0,19.391
states mind,states mind,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period,ijpa | psychoanalytic_psychotherapy,1990-2009 | 2010-2025,6.916075,2.6207,88.0,3.2581
statistical manual,statistical manual,empirical_research_measurement,mapped_initial,medium,methods_terms,\bquantitative\b|\bqualitative\b|\bstatistical\b|\bmethod(s)?\b,1,empirical_research_measurement,optional_review_medium_confidence,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychology,2010-2025,7.166445,2.5294,18.0,2.5641
stephen hartman,stephen hartman,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_dialogues,2010-2025,15.601165,4.1227,43.0,4.1227
stephen mitchell,stephen mitchell,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_dialogues,1990-2009 | 2010-2025,38.683251,8.4341,135.0,8.8207
stephen seligman,stephen seligman,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_dialogues,1990-2009 | 2010-2025,7.324592,2.1212,44.0,2.3011
steven,steven,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,japa,1990-2009 | 2010-2025,11.579865,3.0245,86.0,4.6154
steven cooper,steven cooper,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period,psychoanalytic_dialogues,1990-2009,3.616009,1.508,52.0,1.8692
steven levy,steven levy,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period,japa,1990-2009 | 2010-2025,3.353193,1.3494,29.0,1.5068
steven roose,steven roose,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa,1990-2009 | 2010-2025,6.654616,2.1224,37.0,2.2564
stockholm sweden,stockholm sweden,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal,psychoanalytic_psychotherapy,,2.503778,1.0076,11.0,1.2644
story,story,language_narrative_symbolization,mapped_initial,high,narrative_terms,\bnarrative(s)?\b|\bstory\b|\bstories\b|\btelling\b|\bretelling\b,1,language_narrative_symbolization,,,,key_terms_by_journal_period,japa,2010-2025,9.03262,2.5206,35.0,4.7945
structural,structural,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,ijpa | japa | psychoanalytic_psychology,1970-1989,22.667698,4.9575,132.0,8.2232
structural change,structural change,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1970-1989,3.278044,1.3192,11.0,1.6153
structure,structure,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal_period | key_terms_by_period,ijpa | japa | psychoanalytic_psychotherapy,1946-1969 | 1970-1989,19.540416,4.2073,896.0,11.2568
structure formation,structure formation,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_period,,1970-1989,1.799356,0.6818,13.0,0.7395
stuart,stuart,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa,1990-2009,8.105259,2.4071,28.0,2.8718
stuart hauser,stuart hauser,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,japa,1990-2009,5.435887,1.8462,18.0,1.8462
stuart pizer,stuart pizer,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_dialogues,1990-2009,4.959577,1.9959,11.0,2.0561
study-prize evidence-based,study-prize evidence-based,empirical_research_measurement,mapped_initial,medium,empirical_terms,\bempirical\b|\bresearch\b|\bstudy\b|\bdata\b|\bevidence\b,1,empirical_research_measurement,optional_review_medium_confidence,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
style,style,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychology,2010-2025,11.331253,3.2695,52.0,4.9679
subject matter,subject matter,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,japa,1946-1969,3.198327,1.389,21.0,1.6729
subjectivity,subjectivity,ego_self_narcissism,mapped_initial,medium,identity_subjectivity_terms,\bidentity\b|\bidentities\b|\bsubjectivity\b|\bsubjective\b,1,ego_self_narcissism,optional_review_medium_confidence,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,psychoanalytic_dialogues,1990-2009 | 2010-2025,49.067028,10.1821,193.0,12.7103
submissions proposals,submissions proposals,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,4.797052,2.0833,9.0,2.0833
submitted,submitted,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,japa,1946-1969 | 1970-1989 | 1990-2009 | 2010-2025,117.862357,23.7826,355.0,26.2082
submitted april,submitted april,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1970-1989,4.40805,1.7186,12.0,1.7621
submitted december,submitted december,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,japa,1946-1969,6.240707,2.3647,19.0,2.4164
submitted january,submitted january,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,japa,1946-1969 | 1970-1989,6.837333,2.5248,23.0,2.6022
submitted june,submitted june,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa,1946-1969,9.749978,3.3113,22.0,3.3457
submitted march,submitted march,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa,1946-1969 | 1970-1989,13.340454,4.1977,32.0,4.2751
submitted november,submitted november,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1946-1969,5.588704,2.1789,12.0,2.2305
submitted october,submitted october,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1946-1969,2.598276,1.2495,7.0,1.3011
submitted publication,submitted publication,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa,1990-2009 | 2010-2025,30.799534,7.5225,123.0,8.0822
submitted september,submitted september,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1946-1969,6.286106,2.382,13.0,2.4164
submitted theme,submitted theme,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.230083,1.2446,5.0,1.2531
suffering,suffering,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,1970-1989,6.524928,4.7067,3.0,7.6923
suggest,suggest,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal,psychoanalytic_psychology,,7.907381,1.7706,86.0,6.282
suicide,suicide,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychotherapy,2010-2025,11.785207,3.8127,32.0,4.8611
superego,superego,ego_self_narcissism,mapped_initial,high,structural_ego_terms,\bego\b|\bid\b|\bsuperego\b|\bego[- ]ideal\b,1,ego_self_narcissism,,,,key_terms_by_journal_period | key_terms_by_period,ijpa | japa,1946-1969 | 1970-1989,29.995394,5.9863,149.0,8.5485
supervising,supervising,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,japa | psychoanalytic_dialogues,1990-2009 | 2010-2025,102.828649,17.7319,354.0,21.1215
supervising columbia,supervising columbia,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa,1990-2009,6.514501,2.0777,34.0,2.2564
supervising northern,supervising northern,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_dialogues,1990-2009,4.724526,1.9013,11.0,2.0561
supervising william,supervising william,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_dialogues,1990-2009,6.859303,2.4018,32.0,2.6168
supervision,supervision,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychotherapy,1990-2009 | 2010-2025,18.167011,4.8889,54.0,6.713
supervisor,supervisor,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,psychoanalytic_dialogues | psychoanalytic_psychology,1990-2009 | 2010-2025,72.899047,13.3946,230.0,14.861
supervisor postdoctoral,supervisor postdoctoral,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_dialogues | psychoanalytic_psychology,1990-2009,11.548294,3.7361,32.0,3.9252
support,support,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychology,2010-2025,21.503269,5.2958,91.0,9.1346
surgeons,surgeons,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa,1990-2009,8.423554,2.5279,27.0,2.7692
surrey,surrey,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,1990-2009,7.561523,2.948,12.0,3.0075
survey,survey,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal,japa,,5.874955,1.3693,72.0,2.4624
sylvan keiser,sylvan keiser,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,1946-1969,4.436429,1.8501,10.0,1.8587
symptom formation,symptom formation,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period | key_bigrams_by_period,ijpa | japa,1946-1969,5.514319,2.0895,51.0,2.4164
symptoms,symptoms,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,ijpa | psychoanalytic_psychology | psychoanalytic_psychotherapy,1920-1945 | 1946-1969 | 1990-2009 | 2010-2025,37.541874,7.7986,683.0,12.9738
system,system,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychotherapy,2010-2025,10.760047,3.0774,32.0,7.4074
systemic racism,systemic racism,culture_race_social_ethics,mapped_initial,high,race_ethnicity_terms,\brace\b|\bracial\b|\bracism\b|\bethnic\b|\bethnicity\b|\bcolonial\b|\bpostcolonial\b,1,culture_race_social_ethics,,,,key_bigrams_by_journal_period,japa,2010-2025,3.221873,1.3436,10.0,1.3699
t-online final,t-online final,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1990-2009,1.71769,0.7163,10.0,0.7163
take account,take account,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1970-1989,1.860728,0.7488,11.0,1.2022
talking cure,talking cure,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,japa,2010-2025,2.35549,1.023,9.0,1.2329
task,task,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,ijpa | psychoanalytic_psychotherapy,1970-1989,13.871898,3.783,64.0,7.6923
tavi-port nhs,tavi-port nhs,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychotherapy,2010-2025,9.296186,3.3529,17.0,3.4722
tavistock,tavistock,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychotherapy,1970-1989 | 1990-2009 | 2010-2025,20.311233,6.8428,49.0,7.6923
tavistock portman,tavistock portman,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal,psychoanalytic_psychotherapy,,2.60758,1.0874,10.0,1.1494
teaches,teaches,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_dialogues,2010-2025,27.19038,6.3787,83.0,6.7114
team,team,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychotherapy,1990-2009,12.385774,3.4563,35.0,4.023
technical,technical,technique_interpretation_process,mapped_initial,medium,technique_setting_terms,\btechnique(s)?\b|\btechnical\b|\bsetting\b|\bframe\b,1,technique_interpretation_process,optional_review_medium_confidence,,,key_terms_by_journal_period | key_terms_by_period,ijpa,1990-2009,12.910392,2.8158,209.0,6.9484
technique,technique,technique_interpretation_process,mapped_initial,medium,technique_setting_terms,\btechnique(s)?\b|\btechnical\b|\bsetting\b|\bframe\b,1,technique_interpretation_process,optional_review_medium_confidence,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,japa,1946-1969 | 1970-1989 | 1990-2009,16.473095,3.5253,928.0,10.9665
technique psycho-analysis,technique psycho-analysis,technique_interpretation_process,mapped_initial,medium,technique_setting_terms,\btechnique(s)?\b|\btechnical\b|\bsetting\b|\bframe\b,1,technique_interpretation_process,optional_review_medium_confidence,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,4.397405,1.7144,12.0,1.7493
tel aviv,tel aviv,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_dialogues,1990-2009 | 2010-2025,5.328252,1.5745,47.0,2.0561
term,term,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,ijpa | psychoanalytic_psychotherapy,1946-1969 | 1970-1989,33.969078,6.9146,135.0,11.2033
terminable interminable,terminable interminable,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,ijpa,1970-1989,2.975288,1.1274,13.0,1.4208
termination,termination,technique_interpretation_process,mapped_initial,medium,clinical_technique_terms,\btermination\b|\bending\b|\bfrequency\b|\bsilence\b,1,technique_interpretation_process,optional_review_medium_confidence,,,key_terms_by_journal_period,japa,1970-1989,6.796781,2.0861,25.0,3.6711
terms,terms,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal_period | key_terms_by_period,ijpa | japa,1946-1969 | 1970-1989,30.850906,5.6121,1111.0,13.9891
test,test,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal | key_terms_by_journal_period,psychoanalytic_psychology,1970-1989 | 1990-2009 | 2010-2025,13.143562,4.9926,60.0,6.5041
testing,testing,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa,1970-1989,8.105731,2.4594,26.0,3.8179
tests,tests,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,psychoanalytic_psychology,1970-1989,6.599073,3.683,5.0,4.065
text,text,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,ijpa,2010-2025,18.870002,4.3981,72.0,5.8968
thematic apperception,thematic apperception,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal | key_bigrams_by_journal_period,psychoanalytic_psychology,1990-2009,2.224552,0.904,12.0,0.9646
theme application,theme application,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period,psychoanalytic_psychotherapy,1990-2009,2.230083,1.2446,5.0,1.2531
themes emerged,themes emerged,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal,psychoanalytic_psychotherapy,,2.671275,1.114,10.0,1.1494
theodor reik,theodor reik,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,ijpa,1920-1945,3.223888,1.3445,10.0,1.4577
theodore,theodore,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period,japa,1990-2009,7.04375,2.1619,25.0,2.5641
theodore shapiro,theodore shapiro,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa,1990-2009,5.570098,1.8593,29.0,1.9487
theories,theories,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal_period | key_terms_by_period,ijpa | japa | psychoanalytic_dialogues | psychoanalytic_psychology,1990-2009,19.495056,4.5154,926.0,11.8971
theorists,theorists,,unmapped,none,,,0,,manual_review_unmapped,,,key_terms_by_journal_period | key_terms_by_period,psychoanalytic_psychology,1990-2009,9.218455,2.9007,71.0,3.6977
therapeutic,therapeutic,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_terms_after_audit | key_terms_by_journal | key_terms_by_journal_period | key_terms_by_period,psychoanalytic_dialogues | psychoanalytic_psychology | psychoanalytic_psychotherapy,1970-1989 | 1990-2009 | 2010-2025,44.729814,9.7776,1556.0,22.2222
therapeutic action,therapeutic action,technique_interpretation_process,mapped_initial,high,therapeutic_action_terms,\btherapeutic action\b|\bworking through\b|\bworking-through\b,1,technique_interpretation_process,,,,global_core_bigrams_after_audit | key_bigrams_by_journal | key_bigrams_by_journal_period | key_bigrams_by_period,japa | psychoanalytic_dialogues | psychoanalytic_psychology,1990-2009 | 2010-2025,9.276905,2.7535,180.0,4.1121
therapeutic alliance,therapeutic alliance,,unmapped,none,,,0,,manual_review_unmapped,,,global_core_bigrams_after_audit | key_bigrams_by_journal_period,psychoanalytic_psychology,2010-2025,3.714271,1.4074,91.0,2.0833
therapeutic change,therapeutic change,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal_period | key_bigrams_by_period,psychoanalytic_psychology,1990-2009,1.529474,0.7355,28.0,1.1254
therapeutic community,therapeutic community,,unmapped,none,,,0,,manual_review_unmapped,,,key_bigrams_by_journal,psychoanalytic_psychotherapy,,3.447018,1.3439,12.0,1.3793
