keyword_norm,keyword_final_en,keyword_final_polish,keyword_semantic_id,semantic_actions,translation_method,semantic_confidence,review_flag
gender role conflict,gender role conflict,płeć role conflict,app_sem_0661,no_semantic_change,token_partial_review,medium,translation_review
gender variance,gender variance,płeć variance,app_sem_0662,no_semantic_change,token_partial_review,medium,translation_review
gene,gene,gene,app_sem_0663,no_semantic_change,untranslated_review,low,translation_review
gene mutation,gene mutation,gene mutation,app_sem_0664,no_semantic_change,untranslated_review,low,translation_review
gene polymorphism,gene polymorphism,gene polymorphism,app_sem_0665,no_semantic_change,untranslated_review,low,translation_review
gene-environment interaction,gene-environment interaction,gene-environment interaction,app_sem_0666,no_semantic_change,untranslated_review,low,translation_review
general factor specification,general factor specification,general czynnik specification,app_sem_0667,no_semantic_change,token_partial_review,medium,translation_review
general self-efficacy,general self-efficacy,general self-efficacy,app_sem_0668,no_semantic_change,untranslated_review,low,translation_review
generalized anxiety,generalized anxiety,generalized lęk,app_sem_0669,no_semantic_change,token_partial_review,medium,translation_review
generalized anxiety disorder,generalized anxiety disorder,zaburzenie lękowe uogólnione,app_sem_0670,no_semantic_change,glossary_exact,high,ok
genes,genes,genes,app_sem_0671,no_semantic_change,untranslated_review,low,translation_review
genetics,genetics,genetyka,app_sem_0672,no_semantic_change,glossary_exact,high,ok
gestational diabetes,gestational diabetes,gestational diabetes,app_sem_0673,no_semantic_change,untranslated_review,low,translation_review
gg,gg,gg,app_sem_0674,no_semantic_change,untranslated_review,low,translation_review
gh,gh,gh,app_sem_0675,no_semantic_change,untranslated_review,low,translation_review
giftedness,giftedness,giftedness,app_sem_0676,no_semantic_change,untranslated_review,low,translation_review
gingivitis,gingivitis,gingivitis,app_sem_0677,no_semantic_change,untranslated_review,low,translation_review
glutamic acid,glutamic acid,glutamic acid,app_sem_0678,no_semantic_change,untranslated_review,low,translation_review
glycine,glycine,glycine,app_sem_0679,no_semantic_change,untranslated_review,low,translation_review
grandparents,grandparents,grandparents,app_sem_0680,no_semantic_change,untranslated_review,low,translation_review
grounded theory methodology,grounded theory methodology,grounded theory methodology,app_sem_0681,no_semantic_change,untranslated_review,low,translation_review
group process,group process,group process,app_sem_0682,no_semantic_change,untranslated_review,low,translation_review
group psychotherapy,group psychotherapy,psychoterapia grupowa,app_sem_0683,no_semantic_change,glossary_exact,high,ok
group therapy,group therapy,terapia grupowa,app_sem_0684,no_semantic_change,glossary_exact,high,ok
growth resources model,growth resources model,growth resources model,app_sem_0685,no_semantic_change,untranslated_review,low,translation_review
gsdsii,gsdsii,gsdsii,app_sem_0686,no_semantic_change,untranslated_review,low,translation_review
guided discovery,guided discovery,guided discovery,app_sem_0687,no_semantic_change,untranslated_review,low,translation_review
guided mastery,guided mastery,kierowane opanowanie,app_sem_0688,no_semantic_change,glossary_exact,high,ok
guided self-management program for patients,guided self-management program for patients,guided ja-management program for patients,app_sem_0689,no_semantic_change,token_partial_review,medium,translation_review
guilt,guilt,poczucie winy,app_sem_0690,no_semantic_change,glossary_exact,high,ok
gut microbiota,gut microbiota,mikrobiota jelitowa,app_sem_0691,no_semantic_change,glossary_exact,high,ok
gut-brain axis,gut-brain axis,oś jelitowo-mózgowa,app_sem_0692,no_semantic_change,glossary_exact,high,ok
hallucinogenic space,hallucinogenic space,hallucinogenic space,app_sem_0693,no_semantic_change,untranslated_review,low,translation_review
haplotype,haplotype,haplotype,app_sem_0694,no_semantic_change,untranslated_review,low,translation_review
harm reduction,harm reduction,harm reduction,app_sem_0695,no_semantic_change,untranslated_review,low,translation_review
hashimoto's disease,hashimoto's disease,hashimoto's choroba,app_sem_0696,no_semantic_change,token_partial_review,medium,translation_review
health,health,zdrowie,app_sem_0697,no_semantic_change,token_full,high,ok
health 2.0,health 2.0,zdrowie 2.0,app_sem_0698,no_semantic_change,token_full,high,ok
health and family stresses,health and family stresses,zdrowie and rodzina stresses,app_sem_0699,no_semantic_change,token_partial_review,medium,translation_review
health anxiety,health anxiety,zdrowie lęk,app_sem_0700,no_semantic_change,token_full,high,ok
health anxiety to covid-19,health anxiety to covid-19,zdrowie lęk to covid-19,app_sem_0701,no_semantic_change,token_partial_review,medium,translation_review
health behavior,health behavior,zachowanie zdrowotne,app_sem_0702,no_semantic_change,glossary_exact,high,ok
health behaviour,health behavior,zachowanie zdrowotne,app_sem_0702,exact_map:health behaviour->health behavior,glossary_exact,high,semantic_merge_audit
health care providers,health care providers,zdrowie care providers,app_sem_0703,no_semantic_change,token_partial_review,medium,translation_review
health care workers,health care workers,zdrowie care workers,app_sem_0704,no_semantic_change,token_partial_review,medium,translation_review
health care workers (hcws),health care workers (hcws),zdrowie care workers (hcws),app_sem_0705,no_semantic_change,token_partial_review,medium,translation_review
health food,health food,zdrowie food,app_sem_0706,no_semantic_change,token_partial_review,medium,translation_review
health related quality of life,health related quality of life,jakość życia związana ze zdrowiem,app_sem_0707,no_semantic_change,glossary_exact,high,ok
health workers,health workers,zdrowie workers,app_sem_0708,no_semantic_change,token_partial_review,medium,translation_review
health-related behavior,health-related behavior,zdrowie-related behavior,app_sem_0709,no_semantic_change,token_partial_review,medium,translation_review
health-related quality of life,health related quality of life,jakość życia związana ze zdrowiem,app_sem_0707,exact_map:health-related quality of life->health related quality of life,glossary_exact,high,semantic_merge_audit
healthcare professionals,healthcare professionals,healthcare professionals,app_sem_0710,no_semantic_change,untranslated_review,low,translation_review
healthy subjects,healthy subjects,healthy subjects,app_sem_0711,no_semantic_change,untranslated_review,low,translation_review
heart rate,heart rate,częstość akcji serca,app_sem_0712,no_semantic_change,glossary_exact,high,ok
heart transplantation,heart transplantation,heart transplantation,app_sem_0713,no_semantic_change,untranslated_review,low,translation_review
helplessness,helplessness,helplessness,app_sem_0714,no_semantic_change,untranslated_review,low,translation_review
hemodialysis,hemodialysis,hemodialysis,app_sem_0715,no_semantic_change,untranslated_review,low,translation_review
hepatitis c,hepatitis c,hepatitis c,app_sem_0716,no_semantic_change,untranslated_review,low,translation_review
hh,hh,hh,app_sem_0717,no_semantic_change,untranslated_review,low,translation_review
high sensitive c-reactive protein,high sensitive c-reactive protein,high sensitive c-reactive protein,app_sem_0718,no_semantic_change,untranslated_review,low,translation_review
high-interval intensity training,high-interval intensity training,high-interval intensity training,app_sem_0719,no_semantic_change,untranslated_review,low,translation_review
history of polish psychiatry,history of polish psychiatry,history of polish psychiatria,app_sem_0720,no_semantic_change,token_partial_review,medium,translation_review
history of psychiatry,history of psychiatry,historia psychiatrii,app_sem_0721,no_semantic_change,glossary_exact,high,ok
hiv,hiv,HIV,app_sem_0722,no_semantic_change,glossary_exact,high,ok
hj,hj,hj,app_sem_0723,no_semantic_change,untranslated_review,low,translation_review
holocaust,holocaust,Holokaust,app_sem_0724,no_semantic_change,glossary_exact,high,ok
home care services,home care services,home care services,app_sem_0725,no_semantic_change,untranslated_review,low,translation_review
homicide,homicide,homicide,app_sem_0726,no_semantic_change,untranslated_review,low,translation_review
homosexuality,homosexuality,homoseksualność,app_sem_0727,no_semantic_change,glossary_exact,high,ok
hope,hope,nadzieja,app_sem_0728,no_semantic_change,glossary_exact,high,ok
hospitalisations,hospitalisations,hospitalisations,app_sem_0729,no_semantic_change,untranslated_review,low,translation_review
hospitalization,hospitalization,hospitalizacja,app_sem_0730,no_semantic_change,glossary_exact,high,ok
hpa axis,hpa axis,hpa axis,app_sem_0731,no_semantic_change,untranslated_review,low,translation_review
hplc,hplc,hplc,app_sem_0732,no_semantic_change,untranslated_review,low,translation_review
hrt in child trichotillomania,hrt in child trichotillomania,hrt in dziecko trichotillomania,app_sem_0733,no_semantic_change,token_partial_review,medium,translation_review
human destructiveness,human destructiveness,human destructiveness,app_sem_0734,no_semantic_change,untranslated_review,low,translation_review
humour in psychotherapy,humor in psychotherapy,humor in psychoterapia,app_sem_0735,spelling:humour->humor,token_partial_review,medium,translation_review|semantic_merge_audit
humour style,humor style,styl humoru,app_sem_0736,exact_map:humour style->humor style,glossary_exact,high,semantic_merge_audit
humour styles,humor style,styl humoru,app_sem_0736,exact_map:humour styles->humor style,glossary_exact,high,semantic_merge_audit
hunger strike,hunger strike,hunger strike,app_sem_0737,no_semantic_change,untranslated_review,low,translation_review
hyperprolactinemia,hyperprolactinemia,hyperprolactinemia,app_sem_0738,no_semantic_change,untranslated_review,low,translation_review
hypertension,hypertension,nadciśnienie,app_sem_0739,no_semantic_change,glossary_exact,high,ok
hypertension-mediated organ damage,hypertension-mediated organ damage,hypertension-mediated organ damage,app_sem_0740,no_semantic_change,untranslated_review,low,translation_review
hyperthymic,hyperthymic,hyperthymic,app_sem_0741,no_semantic_change,untranslated_review,low,translation_review
hyperthyroidism,hyperthyroidism,hyperthyroidism,app_sem_0742,no_semantic_change,untranslated_review,low,translation_review
hypnoanalysis,hypnoanalysis,hypnoanalysis,app_sem_0743,no_semantic_change,untranslated_review,low,translation_review
hypnosis,hypnosis,hipnoza,app_sem_0744,no_semantic_change,glossary_exact,high,ok
hypochondriasis,hypochondriasis,hypochondriasis,app_sem_0745,no_semantic_change,untranslated_review,low,translation_review
hypomania check list-32,hypomania check list-32,hypomania check list-32,app_sem_0746,no_semantic_change,untranslated_review,low,translation_review
hypothyroidism,hypothyroidism,hypothyroidism,app_sem_0747,no_semantic_change,untranslated_review,low,translation_review
i agree,i agree,i agree,app_sem_0748,no_semantic_change,untranslated_review,low,translation_review
